text,label
"Possibly the best pizza and calzone in the world (including Italy). Simply divine! The only thing I don't like is the really long drive there from manhattan but when you are there, you know it was worth it.","[0.0, 1.0]"
I go to Sitar almost every day for lunch buffet since I work only 5 mins alway from it. Buffet is $8.95 which doesn't hurt at all and there food has that perfect indian spice to it. Nice place to dine out at and a very friendly service as well. They have so many diffrent entree to choose from but my favorite are the saag entrees.,"[0.0, 1.0]"
"cool spot. sat at the bar and enjoyed my view of the basketball game. some nice beer on tap, and bartenders that know what they are doing. havent tried any of the food yet -- will update after my next visit.","[1.0, 0.0]"
"I have been coming to Anella since they opened up a few years ago and it remains one of the few consistently delicious New York City dining experiences. This restaurant is my go-to for friends and family visiting from out of town or for a romantic date with my husband. The space is cozy, rustic and warmly lit with a wonderfully charming outdoor garden where it's not unusual to see the kitchen staff clipping fresh herbs for your meal! Food is mouthwateringly delicious and the menu is constantly changing to reflect the season. The meal begins with warm, fresh baked bread in a flower pot, which I start to obsess about as soon as I walk through the door. My current favorite dishes are the Homemade Burrata, the Spicy Corn Soup (it's to die for - I hope it stays on the menu forever!), Ricotta Gnocci, Strip Steak, and the Chocolate Tart for dessert. Service is always friendly, attentive and informative. Refreshing cocktails and a nice wine list with some local selections. A rare & special gem of a restaurant!","[0.0, 1.0]"
"My husband and I have been to Korzo numerous times for dinner and absolutely love it. I am compelled to rave about it even in my hangover haze after an amazing experience there last night. We took some friends there for the ""reverse happy hour"" who had travelled from Harlem to hang out with us in Brooklyn. As usual, the attitude was chill and welcoming. The staff was really friendly and helpful with beer suggestions. A really large pitcher of excellent beer was only $10 and we had $1 shots of Jack Daniels - I just don't think you can find anything better in the area. They have this happy hour every night of the week - I highly recommend that you go check it out if you're feeling the need to down a few... While we didn't eat dinner last night, I can say the food is always consistently good. We especially love the ""meaty"" plates.","[1.0, 0.0]"
"Pizza is the first order of business at Saraghina's, a sprawling, charmingly rustic spot on an unassuming block in Bed-Stuy.  I realized only recently that I favor Neapolitan pies if I'm not going for vodka sauce.  Theirs is spot-on - we opted for the eggplant (& squash?), delicately flavored with lovely dollops of cheese, great sauce, and an excellent crust.   Their brunch menu is a bit sparse - the french toast was rich and tasty, but get the syrup on the side:  it's overly sweet with the bananas and strawberries.  Quality market salad, good house white & awesome cup of coffee.  A wee pricey for the 'hood, but definitely worth the trip.  The garden was a great place to be for the first muggy day of the year.  I'm so glad to see spots like this popping up.","[1.0, 0.0]"
"The pork belly buns are always delicious. The Modern ramen is one of my favorites. The only downside to this place are the prices and the wait....I've honestly been to cheaper, better ramen places in LA and not had to wait as long. Nevertheless, for NYC, this is definitely one of the top ramen spots.","[1.0, 0.0]"
"What a find! We came here for brunch one day, after I asked hubby to find somewhere new for us to experience. He suggested Queens Comfort, telling me they change their menu daily. Sold! We walked in and were immediately seated. Mind you, it was around 11 am on Thanksgiving weekend, so there wasn't all that busy... yet. Godzilla vs. Mechagodzilla was on the screen and  I knew we were in for a treat. Their sandwich board outside listed a Tecate braised pork taco special, so that's what I got. Served up with the crunchiest, most amazing tater tots, those tacos were delicious! The corn tortillas were toasty, the meat was tender and the accompanying salsa and crema were spicy and flavorful. I opted out of the pineapple salsa (I'm allergic) and really think the sweetness with the spiciness would have been perfection on my plate. We had such a pleasant experience, I suggested a second brunch at Queens Comfort today. They did not disappoint! With an old Batman movie playing (old like Adam West was Batman, not Michael Keaton), I was a little distracted and had trouble choosing. In the end, at the server's recommendation, I ordered the Kentucky Brown and loved it! Roasted turkey breast, sliced tomato, and gravy topped with a fried egg and served up with a huge pile of those wonderful tater tots. The fried egg ran all over the turkey and mixed with that rich gravy - it was sinful and decadent. Oh! And I forgot to mention it was all on a locally-sourced pretzel roll. The crunchiness of that pretzel roll added just the right texture to the creaminess of the gravy and egg mixture and the tenderness of that roasted turkey. Unreal! Not sure how we managed, but we decided we had room for dessert. Thank goodness we ordered when we did because we score the very last piece of gingerbread bread pudding. When I think of bread pudding, I think bread with some sweet custardy stuff, but mostly bread. Their bread pudding (made by the owner's mom) was absolutely, insanely divine! It was creamy and bready and sweet like a gingerbread cookie. It wasn't heavy or dense, it was a fluffy, creamy mass of deliciousness. If you are lucky enough to have a piece of bread pudding, order it. Possibly before your main entree so you're guaranteed a piece.  But go. And go early because they do get busy. Just be warned, portions are very generous, so save room for dessert.","[1.0, 0.0]"
"Stepping into Alta brings high hopes as it is quite an attractive restaurant.  There exists a good buzz about the place and the clientele is young and good looking.  Certainly a decent spot for a casual drink, but the food does not match the decor.  The first sign is the menu which contains every tapas dish ever conceived.  Like a greatest hits album, it has no focus and thus, nothing seems special.  They pump out the food quickly and, although some dishes are flavorful, most are simply lackluster and all are unsophisticated.  So, go for the ambiance, have a drink and a snack and then head out for dinner","[0.0, 1.0]"
"The food here is as good as any Italian restaurant that you will find in the area. Pizza is great and the menu is large. They offer many chicken and veal dishes and all are great. It can be very crowded on Friday night, but tables open up quickly. The staff and owners know their stuff and will try to make whatever you are in the mood for.","[1.0, 0.0]"
"So glad I decided to visit Costanera again for a casual dinner on a Wednesday evening! I expected the restaurant to be empty but it had a decent amount of customers (this is always a sign that people love the food!). Food: My friend and I ordered the Lomo Saltado (Peruvian beef stir-fry) and it was delicious! The Lomo Saltado was juicy and tasty.The beef has this distinct taste to it, honestly my mouth is watering right now haha. Also, the dinner portion size was decent, I was so full once I was done. As for the green hot sauce, it's SO GOOD! Staff: I think the staff plays a big role in any business since this is one of the factors that would make a customer come back for more. That being said, I want to point out that Costanera's staff is excellent - very friendly and attentive! Price: The price for my dish was around $25 dollars with some change not including the tip. Establishment: Like I said in my previous review, the restaurant is dimly lit providing an intimate setting and the walls are decorated with tree rings which adds this rustic feel to the place. Also, it's BYOB which is always a plus! Tips: Make a reservation beforehand otherwise you might not be able to get a table. It wasn't crowded on the Wednesday I visited but have gone there on a weekend where they were not serving anyone without a reservation.","[1.0, 0.0]"
"Came with my family to a restaurant new to our neighborhood. It was loud. Hard to hear each other's conversation.  We waited quite a while for our order (we were six so that is understandable), but they definitely rushed us out. We waited for the food substantially longer than they gave us to eat--started clearing away dishes while we were still trying to enjoy our food. If they want return customers, allow them to partake of the experience and don't make them feel as if they're being rushed out.","[0.0, 1.0]"
"I'm not sure that standing in the line is worth it. While tasty, the pizza was too busy and overloaded and also on the soggy side.","[1.0, 0.0]"
The poutine here is the best drunk food of all time.,"[0.0, 1.0]"
"Having been coming here for more nearly 30 years since I was a kid, here is the real deal: The pizza is great.  This is why people come, and why you should go if you have never been.  No one else makes a Sicilian pie this good. The restaurant end of things, however, is seriously lacking.  Tonight was my second time dining in the restaurant, and it was truly sub-par.   The food in the restaurant is typical non-gourmet southern Italian, and the prices are a bit higher than many better local Italian places.  The house salad was boring, the baked clams were fresh, and the penne with vodka was drowned in what was basically a salty pink cream sauce. What really makes the restaurant a place to which I will never return, however, is the unendurable wait for a table, and the horrible service from the hostess.  At 7:30 on a Friday, the wait was a full hour, and you must wait in the completely freezing and unheated area where take out orders are served.  The hostess slips in the ""regulars"" ahead of you, and never seems to get to your name on the list unless you keep pestering her about how long you've been waiting. Even after being seated, we waited about 25 minutes for appetizers, and another 20 or so for entrees. Summary: Don't bother going for the restaurant.  Wait until the weather is warmer, get a slice and a spumoni, and leave it at that.","[0.0, 1.0]"
"Definitely WAY overrated. Also a tad over-priced. ""Hipster"" friendly scene though. The wine list looked better than it was. Reminded me of the days when I first got into wine and didn't really know much other than, ""there's red and there's white."" And that's pretty much the wine options Tria gave; red or white (nothing special about them). The food was EXTREMELY disappointing as well. I don't know if the chef was having an off day or what. But the food was just sloppy and not thought out. Flavors clashing evrywhere... it was upsetting. - Roasted Beets with Bulgarian Feta Cheese: Just some beets and feta cheese thrown on a plate. - Tuscan Three Cheese Potato Chips with Smoked Paprika Aioli: Actually doesn't come with the aioli, according to the waitress. The chips were tasty, but you only are served two chips per person. - Gorgonzola with Fig Jam Bruschetta: Too much fig jam, not enough gorgonzola. I love fig jam too... but they slathered way too much on. - Smoked Mozzarella, Crispy Prosciutto & Tomato Brushetta: Best dish we got. The vinaigrette on top was very good. - Tomato Brushchetta: It looked like this dish was literally made by a young kid. The tomato was all cut WAY too big for bruschetta, making it very messy and sloppy to eat. Only good part was the vinaigrette on top. On the plus side, we had a very prompt and friendly waitress. But I'd just skip Tria and go somewhere worth it.","[1.0, 0.0]"
"I'm not a vegan, but this is quickly becoming my favorite coffee shop in town. Good coffee, super friendly staff. The sandwiches are tasty and hearty. The baked goods are delicious. The rooms are beautiful and tidy and spacious. There are interesting books and zines for browsing. There is artwork on display and for sale (at reasonable prices). You get the option of a bottomless cup of coffee for a few cents more than the regular cup. Oh, and wifi, naturally. This place has pretty much everything I look for in a coffee shop. Well done!","[1.0, 0.0]"
"If I lived in Fairmount, I'd probably be here everyday. It's beautiful, airy, and bright. The staff are friendly and helpful. The tables are just the right height. (The chairs are kind of uncomfortable.) The nutella latte blew my mind. (It was kind of expensive.) There's free WiFi. There are loud trucks going by frequently, but it's worth the nice breeze through the huuuuuge windows. There's an air of friendly studiousness and a calendar of cool-sounding community events, and I totally dig it.","[1.0, 0.0]"
Came here last night after dropping off someone...been wanting to try this place. it was pretty good! decent and reasonable price as well. they have a small art gallery in the back that adds character to this place. very casual and fast food like ambiance. we got it to go and didn't had to wait that long! like how fast they are at it.  I like this place a lot and would def come back to try the other buns. some of the things i got. baozilla (fries..) - really good! huge portion too. def share with someone scallion pancake - a bit on the dry side but i don't mind! i got curry sauce on the side to go. it was good! next time i want to try their philly cheesesteak one. that should be interesting.. for baos we got the following the colonel bao - fried chicken one - the fried chicken is not super crispy but i guess its okay.. quite creative tho. the hungry buddha - the one with tofu. --- i didn't eat this one but it does looks tasty. baogulgi - like this one! very well seasoned and tasty! not too spicey as well lastly we got The O.G. which is the one with the slow braised pork belly. THIS IS REAL GOOD!! i think this is my fave. i wish i got more. we only got 2! portions are small tho pls excuse my pics as they don't justify the taste of it. since we did take out it might have been a bit in accurate on the taste and look. so nothing to complain for! oh and you can ask for some jalapeno on the side. goes well with prettty much all kinds of baos! ! they also offer deliveries now!,"[1.0, 0.0]"
"My favorite family restaurant.   Everyone is kind, friendly and attentive.  The food is fantastic!!!!!!!!!","[1.0, 0.0]"
"Was lucky enough to just sneak in on their last day and get a table.  I went with the Sigsig, and it was definitely an interesting dish.  Very different...I don't even know how to describe it, just every part of the pig in there.  It comes in a sizzling skillet and you get to mix in your rice and break your egg up in there so it fully cooks.  I wish I had something to compare it to...but there just isn't, you have to go try it on your own. I hope they're able to expand their offerings to dinner one day, I'd love to see what they can whip up.","[1.0, 0.0]"
"Butcher Bar, a step below Dinosaur and definitely superior to anything else I've had.  The meat is all organic, local, blah, blah, blah, rainbows, blah, blah who cares.  I care about good food and if you have to cook the kid in it's mother's milk to make it one hell of a tasty meal then I am in!  Ordered the butcher's platter, ribs, corn cakes, mac n cheese, sweet potato fries, and green beans.  This was actually enough food for the two of us and for me to have dinner the next night with the leftovers. Service was fast and boy was the food good.  The mac n cheese was fantastic, super rich but not overly indulgent.  Everything in the butcher's platter was cooked to perfection.  I do wish however they had more BBQ sauces for everything as I felt like their food needed a little more zip. On the downside, their green beans stunk since they were way overcooked in the British tradition.  The ribs were not fall off the bone (my first judgment about good ribs) and the rub was not particularly flavorful (Famous Daves definitely has a better rib rub).  The sweet potato fries were not fries.  More like baked sweet potato wedges which was a major let down. So while there was some highs, I think they definitely need to work on their BBQ still.  I want my BBQ bursting with flavor, cooked to perfection where the meat just falls apart.  Prices were pretty steep but hey it's all organic, local, and meat sure isn't getting any cheaper.  I'll definitely come back to Butcher Bar however.","[1.0, 0.0]"
"I love the ribs here. The meat is soft and it just falls off the bone. I was really excited to try the Mac and cheese because I read so many great things about it on yelp. The Mac and cheese was totally bland  and  slightly dry. I was so disappointed.  Our waiter provided us with great service  and  I loved the music that they played here, fall out boy,  panic at the disco, boys like girls,etc.  I'll be back to try the sandwiches and the infamous  burnt ends.","[1.0, 0.0]"
Really really like the pizza ordering all the time.............:o)))))))))),"[0.0, 1.0]"
Super delicious. If you are vegetarian/vegan ask for the off-menu vegetarian ramen. It's delicious!,"[1.0, 0.0]"
"I was still drunk when I waddled over at 3 am on a Saturday to try a slice, and while my judgment may be impaired by alcohol consumption, my tastebuds are not that affected.  The good thing at waddling over at 3 am is that there were no lines, so if you're looking to beat the crowds, go in the wee wee hours or in that midday slump before people get out of work. The artichoke slice is worth the hype, being one huge, cheesy, artichoke-y mess. Someone described it to me as it just being artichoke dip on bread -- pretty much a spot-on description.  The regular slice is still good, but after you've had the salty gooiness of the artichoke slice, it seems just average (for me, anyway). That said, people: it's just pizza. It's not worth these 20 deep lines. Hope they do delivery service soon...","[1.0, 0.0]"
"STOLE MONEY FROM ME!!! I was in love with Bamboo's food. I ordered from them about twice a week for a year when one day the delivery person was in a rush and left with my receipt to only find out through my bank he wrote in his own tip after I gave him a $7 tip in cash. I was hurt, shocked, and reminded me how grimmy people can be. After confronting the ""manager"" (I use that term loosely because they're all related and tight knitted group ... she confronted him and he denied. Gave me a $3 credit and the next time I ordered food the brown rice smelled as though it had been taking out of the garbage like it was spoiled. I didnt get the usual veggies and ingredients that would come in the dish and then the dumplings were made poorly when before it was always good. SHAME ON YOU BAMBOO!! NO LONGER A CUSTOMER ~ VERY SHADY","[0.0, 1.0]"
Jameson is the man,"[0.0, 1.0]"
"Absolutely awful. Given the paucity of good steakhouses in N NJ, we have relied on Strip House often, despite marginal service and food. After tonight however, we will not return. Portions are invariably meager and exorbitant, and the quality mediocre. $15 for a wedge salad with 1/16 of a head of lettuce started the debacle (and I should add that we are NYC steakhouse connoisseurs who do not typically balk at the prices at places like Wolfgang's or Porterhouse due to the superb quality). Sides were also crazy small. Shrimp was still slightly frozen. A small $50 ribeye appeared which was tepid and overcooked. The manager (the smarmy bald guy if you are interested) finally attuned himself to the fact that we were unhappy, but rather than try to acknowledge the disparity between quality/quantity and price, he proceeded to challenge us and was over-the-top obnoxious and out of line. Incensed, I lost my appetite for the sizeable remainder of what was left, and asked for the check so we could leave. Never, ever, again....and they just lost a regular, good customer.","[0.0, 1.0]"
"Always a fantastic meal here at Traif. If you are indecisive, like me, I suggest the chef's selection. You can never go wrong with it. Food is always savory and delightful. Every entre they serve you will just wow you. From their spicy cocktails to their ever changing seasonal menu with pork belly and my fave foie gras, every visit will be different. Oh and how can I not mention their bacon-flavored desserts? Uhhhh-mazing. However, their service is just mediocre but who cares when the food you're going to eat is beyond words?! Bottom line is Traif is the best known secret in Williamsburg. This is surely worth a visit!","[0.0, 1.0]"
"This place its the most amazing place in New York, I had lunch on wednesday and it was amazing. I was gonna choose the prefix lunch and our server Guillermo suggested to ""take a risk"" and try the fiah ribs and the sangria short ribs.... he also ordered a Salmon brulee and... I have to say that this waiter its a piece of jewelry, he definetly is gonna make us come back, I still remembering those flavors yammmii!! The best food hands done, the best waiter Guillermo!! Thanks buddy you conquer our hearts...and stomachs!! My wife keeps asking me to come back for dinner and we will definetly will!! Gracias Pulperia","[0.0, 1.0]"
"Cafe Henri is the perfect neighborhood French bistro. I used to work around the corner from here so I must have eaten here at least 15 times and have never had a bad meal. Amongst my favorites: the omelet with ratatouille, their cheese burgers which is served on a delicious toasted brioche bun, crepes and hangar steak. Their soups are made fresh and their lattes are so superb that they gain their own star! My only complaint is that the service is almost always slowwwwww.","[1.0, 0.0]"
"I'm dying to try the Sunday night 14 course ""meze"" for $35 sometime soon! The food is fantastic and it's BYOB so you can bring a fantastic bottle of wine you can actually afford. Specials are always inventive and delicious! The atmosphere is bustling yet cozy. You can't go wrong with the Cyprus breakfast--eggs, halloumi, and ham! I had amazing duck egg with a spicy yogurt and merguez sausage for my birthday brunch a few years ago which I still crave. The grilled octopus is awesome, but my favorite may be the ""manti"" which are spicy lamb dumplings! If the dips of the day include the pumpkin-feta dip definitely order it! It's amazing. Their baklava and cardamom ice cream are heavenly. Whenever I walk by and see people on the street enjoying their meals and wine, the corner is so inviting! I also love to inspect the quirky decor and handwritten signs. These are just the things that make Kanella uniquely special.","[0.0, 1.0]"
"Hello, waitress?  Yes, you.  When I make eye contact, I'm not flirting.  I promise.  You're not that cute.  I want a drink.   Oh my wine will be light and full bodied with chocolate notes with a silky spicy tannic finish with a hint of lingering oak?  Do you think cramming flavored adjectives will make you credible selling your $15 glass of wine?  Also, they're against street fairs.  Wine selection is not bad, and my northern rhone glass was pretty tasty.  The food (duck sandwich, sage wrapped sausage and charcuterie) left a lot to be desired. Service like this irritates me to no end.   Luckily I had good company and the edison bulb fixtures are really cool.","[1.0, 0.0]"
"This place has awesome food!!  I really don't like to eat chicken on the bone.  That said, I devour McWhorter's chicken.  I don't know what spices they use on it--but it is the best chicken around.  They are also extremely generous w/their sides which include a fresh garden salad, really good shoe string potatoes and Spanish rice (w/carrots, cauliflower, olives, etc.).  If you are going to do BBQ, you can't do better than this place!!","[0.0, 1.0]"
"TERRIBLE COSTUMER SERVICE!!! I eat in Ferry st a lot because its close to my school, ive never tried this place so i wanted to see how the food is here. I went in and there was no other costumers but me, I waited for like 10 mins n they seem to be very busy to take my order, then 2 other costumers came in and after 5 mins, they took care of the other 2 costumers and totally ignored me, after waiting few more minutes i ended up leaving... Never coming back here again. I dont care how good their food is, is not worth the customer service","[1.0, 0.0]"
"Drinks were bad, the hot chocolate was watered down and the latte had a burnt taste to it. The food was also poor quality, but the service was the worst part, their cashier was very rude.","[0.0, 1.0]"
Had a great time for my dad's birthday! Turkey burger was great as well as the potato cake side. Lucy was super sweet and efficient. Ask for her!,"[0.0, 1.0]"
"Stellar experience from beginning to end! Explored the neighborhood and came across this awesome restaurant. Enjoyed a glass of red wine during happy hour (only $6!) with a delicious cauliflower-mushroom soup and the best mussels I ever had. Definitely recommend the mussels. Also enjoyed an amazing brisket soaked in a red wine reduction accompanied with kelp, radish and barley. That brisket was everything! But I can't forget about the decadent salted caramel ice cream. YUM! Service was warm and welcoming which made the dining experience plesant. Will surely return to try more.","[1.0, 0.0]"
"The best way I can sum up Bar Tano is: the decor is beautiful, the food is mediocre, the service is so-so. I wish I had nicer things to say, since I can see the restaurant from my front window. Go for their sandwiches and pizza. Don't order the pasta. Although the pasta is cooked al dente, the pesto has no flavor and the red sauce is usually too salty.  The broccoli rabe is pretty tasty for a side. The last time I tried to go, the waiter would not let us eat at 10pm, saying the restaurant was closing for a private party the next day. Yes, I know you need to prepare for a private tasting  party, but the night before? At 10pm? Somehow, I think the wait staff wanted to go home early because it was a slow night. Thank god, the cheap chinese food restaurant on 4th Ave was open. I have a feeling my pork fried rice had more flavor than Bar Tano's pasta and meatballs and was $10 cheaper.","[1.0, 0.0]"
"Geno, you are not american.   I'm probably not the first to say this nor will I be the last.   Your steaks are good, but I will not go back due to your preference to be a jerk to non-locals.   AND - your bike shop sucks....","[1.0, 0.0]"
On of my favorites since a kid.  I can eat 5 slices like they were pieces of candy.  Only neg is they cost too much per slice.,"[0.0, 1.0]"
"In my opinion there are only three pizzeria's in Brooklyn I can give 5 stars to (DiFara, Totonno's and Grimaldi's) by far one of the greats","[1.0, 0.0]"
Here is what you do: 1) Sweet Potatoe Fries (!!) 2) Saigon Shack Pho (!!!) 3) Grilled Shrimp & Spring Roll Rice Bowl with Egg (+$1) Best pho/vietnamese near NYU and West Village Cash Only,"[1.0, 0.0]"
"Food = 4 Staff = 2 average 3 A BYOB place in Philly should be an automatic hit . The food at this place is delicious .  My friends and I ordered a slew of appetizers and a few entrees all of which were delicious.  The highlight of the meal were the shrimp scampi, octopus, whole fish and grilled vegetables . Everything was made fresh with the best ingredients.  My only criticism of the place is it's staff . Our waitress took a good half hour before coming over to take our order . She forgot  two of the items we ordered and generally gave off the impression that she hated her life . The check took another 20 minutes and she never came over for us to get change. If you have lots of time & patience, bring a bottle and don't mind the slow/sloppy  service . If you are hungry and looking for quick & efficient service , go somewhere  else .","[1.0, 0.0]"
"I am applaud by the reviews that I'm am seeing. The bis is a bar with great staff and great food that is very reasonable, I go there often and I always have a great time. The service is good, sometimes shit happens and you deal, you have a couple of beers and enjoy your company when did everybody become so friggen uptight......","[0.0, 1.0]"
"Dear White Castle, I'm cheating on you. Yes, the affair just started and it's with Mark. I hate to say it, but I'm in love. Please, I know this is hard to bear but I can't help it, it's bigger and better. Don't get me started on the shakes, delicious, I may even start cheating on Mr. Softee's milkshakes. The fries are okay, but I would rather go to Pommes Frites which is nearby for a fry fix. So, I'll keep it short and sweet White Castle, I've cheated, and now I'm leaving you for Mark. I'm sorry this is the way it's supposed to be. Goodbye -Sydney","[0.0, 1.0]"
Great place for a quiet and inexpensive gathering. Mix of both chinese and japanese food. Love the volcano roll!!! Would have given it 5 stars if only the bathroom wasn't always broken when I eat there.,"[1.0, 0.0]"
"The Blue ribbon re-defines late-night food. Think gourmet--full menu-- available to you into the early hours of the morning. We came here at around 1 am on Thursday night and it was absolutely packed, luckily scored the last table. The vibe was great, it was definitely happening. The restaurant was very dim, warm and dark and the attire was definitely dressy. People were still pouring in way after 2 am. We ordered two cocktails; my Lillipad Martini with cucumber was so light and refreshing but still very strong. From the menu, we got the beef tartar, pierogies and I got a chicken salad. The beef tartar was so well seasoned, the spicy mustard on the side complimented it well. The chips on the side were also a nice touch. The waiter asked us if we wanted boiled or fried pierogies. I decided to go with the fried but what we got were more like empanadas than pierogies because they were deep fried. The filling was still delicious though, but when he said fried I envisioned the old-school pan-fry way. Prior to coming to the Blue Ribbon, we tried both Vins et Fleurs and Balthazar and they were both closed, but I'm so happy we ended up here instead!","[1.0, 0.0]"
"This place is over-hyped! My hubby and I went there for brunch this past sunday. The space is small, over-crowded and man it is loud! Waited for 20 mins to get a small table. You have to yell to each other, but only to hear your only conversation. The crowd were clueless, young hippie who pretend to be sophisticated...  Go somewhere for nicer atmosphere and better food!","[0.0, 1.0]"
"One of my favorite places to get coffee and a pastry on the weekend. (Closed on Sundays though.) The chipotle cheddar breakfast sandwich makes my nose run ...but it's a good kind of ""make your nose run"" spicy hot. The sunshine pours through the garage windows in the winter.. and in the summer, they are open to the outside. The Hungarian apricot pastry I had this past weekend was delightful and I love their sour dough bread. It looks like they have some vegan options for lunch (a tofu salad of some sort), but I would love to see some sort of tofu/tempeh sandwich on their menu for a breakfasty option.","[1.0, 0.0]"
"I've been here about 10 times since my first review and Di Fara just keeps getting better and better. My favorite pies are now the round plain, round pepperoni, square with semi dehydrated cherry tomatoes and garlic, and square with red onions and kalamata olives. I threw my boyfriend a surprise party here and it was awesome! Dom was so sweet and Margaret, his daughter, was amazing and super accommodating. I would have given this place 5 stars purely for the insanely good pizza, but it's always great to see such wonderful people running delicious establishments.","[0.0, 1.0]"
Best falafel! I never knew about this place.,"[0.0, 1.0]"
"Great Thai place! Even though my taste in Thai food is limited, I loved every meal I had. I thought I was addicted to their Pad Thai for months until I tried their spicy noodles. My only problem is that this place can be packed at night and its cash only. But in a city where ""cash only"" can be very common, I won't hold it against them.","[1.0, 0.0]"
"Their piña coladas were strong and Cuban sandwich flavorful, I would only come back for those two combinations. What is a bathroom? In this restaurant it's more of a tiny closet which happens to have a toilet and miniature sink.","[1.0, 0.0]"
"Really good, fun burgers. Taco burger was fantastic. The meat is very flavorful by itself, and mixed with seasonings, it was great. Buns for this burger were a hard taco filled with cheese, wrapped with a soft taco, and maybe fried? Then filled with tomato salsa, guac, and lettuce. Burgers come with a heap of seriously good waffle fries. We also got onion rings, which were super thick cut and very simple and good. Service is chill and can be slow. It's a relaxed hipster place, so not surprising. Prices aren't awful, but not very good. I can get a better quality beef burger at BurgerMonger for half the price. The draw-in for this place is the fun and new burgers each month, but be prepared to spend $10+ for a burger. Also first check-in gets you a free lager. Can't beat that!","[1.0, 0.0]"
"The Philly Cheesesteak Eggrolls were a nice mouth orgasm, but everything else was just fine. I had a ham and cheese omelette with hashbrowns (also really good) and toast. Except for the hashbrowns being particularly good, it wasn't like I couldn't have gotten that at any diner or IHop. Although, this place is a lot nicer than most diners and IHops, and the service here is also a lot better.","[1.0, 0.0]"
"I had a great chance to visit this area. A friend of mine invited me to Orchard for dinner, he told me that this restaurant offers organic food. It was hard to believe without trying. A waitress, who took care of us, gave an advise to try whole trout and short rib. And it was wonderful. The fish was without bones and so crispy outside and juicy inside. Instead of main dish we ordered a couple appetizers, artichoke dip and shrimp to start. Everything was delicious. I tried Old Apple Tree cocktail and to be honest I wasn't  expected it could be so good. I'm really exiting with this place. The special atmosphere, good music and nice stuff made my night. Thank you guys for your great job. I'll definitely be back and take my friends with me.","[0.0, 1.0]"
THIS PLACE IS AMAZING. Great food. Great service. Great location. You can't go wrong with this place. TRY IT!,"[0.0, 1.0]"
Really cozy and fun atmosphere with a friendly stuff and the drunken noodles were amazing. Can't wait to come back!,"[1.0, 0.0]"
"I eat here quite often when I go into work.  It's a local pizza place that is fast and pretty good (selection and taste). I will say the first time I ever had it, I would've given it 5 stars.  I had gotten the baked ziti pizza, and it was divine.  The ziti was perfect, the crust was flaky, fluffy, and the crust was not too tough, but not too soft.  The slice was warm, and it was perfect.   But as time has passed, they have just faltered a bit.  They don't leave the pizzas in the oven long enough, leaving pizzas that aren't hot enough to leave the pizza stringy.  They are more about speed rather than quality.  The spicy fries are amazing though.  They aren't spicy at all though.  But the seasoning on them - very very good. I wouldn't recommend the chicken fingers here.  They aren't so good, and the quantity isn't very good for the price.   I've gotten everything here - pizza slices (pepperoni, meat lovers, baked ziti, plain - don't get the meat lovers, it tastes old), to sandwiches (nothing special), to only appetizers (fish and chips - i've had better, salad - ok, spicy fries - not spicy, but good).","[1.0, 0.0]"
"Very tasty menu and very accommodating to the dairy-free and gluten-free crowd. I have never had gluten- free bread and it was actually very good! Went on a random Monday evening, but for some reason a lot of the appetizers and some of the entrees were already sold out-- maybe they get their deliveries mid-week? Ordered the gnocchi entree and it rivaled some of the other Italian places I've been in the city that are much more upscale. The restaurant is on the smaller side, but it was never overly loud. Good for a casual dinner spot.","[1.0, 0.0]"
"Good touch with the ambiance, but it ends there. Ordered seafood bim bim bop, portion was small, and the seafood did not taste fresh. Just my 2 cents: go north to New Brunswick and you can have better Korean options for almost half the price here. (the food court at H-mart has better food than here, seriously...)","[1.0, 0.0]"
"Best friend/favorite eating partner at my side, heat wave in temporary remission, Joe Jackson playing on the stereo, we got to sit at the chef's table - all the conditions were primed for a memorable evening and Amis did not disappoint. Mortadella mousse - creamy, smooth and porktastic.  Sweetbreads with fennel pollen - hot, crispy, organy and succulent.  A bucatini all'amatriciana that I described as ""the best drunk food ever"" was chewy, salty, meaty and cheesy in all the best ways.  And the meatballs!  You wonder how meatballs could possibly blow your mind? Just order them, sidled up to the potato/tomato mash.  Also have tried the veal tongue, carciofi, pork terrine, cacio e pepe, and strozzaprete alla vongole which were merely amazing. The only less than memorable dish was the beef carpaccio - solid, but it didn't blow our mind like so many of the other courses did. Desserts don't drop the ball - all of the semifreddos are amazing, especially the Amaretto, topped with fudge sauce and crunchy toasted almonds.  Because too much is never enough in my book, I adored the tartufo - chocolate and hazelnut semifreddo studded with cherries, resting on a spongy chocolate cake and covered with a thick shell of dark chocolate - then drizzled with chocolate sauce, as if you didn't already get the point.  I love gilded lilies. Yes, it's a little pricey, but if you're willing to splurge on a delightfully fun, memorable meal, it's worth it.  A meal at Amis is like a fireworks display.","[1.0, 0.0]"
"This is my absolute FAVORITE restaurant. There's not much to say besides ""PERFECTION"". The food is out of this world. Truly the best Thai you can find.","[0.0, 1.0]"
SO great.,"[0.0, 1.0]"
"Very good food, though pricey.  Food is american traditional, & very well done.","[0.0, 1.0]"
"We were very disappointed in our experience at Meritage.   The service was very slow, even though the restaurant was far from being filled.  The food was ok, the size however was miniscule.  My husband questioned the waitress on the size and was told it was a substantial meal.(4 SMALL scallops).  I wouldn't have minded the price if we had the service and meal to go along with it.  We left hungry and disappointed.","[0.0, 1.0]"
